## Benchmark with 150994944 rows (2^27 primary, 2^24 secondary)
## Keys (expected to be unique) taken from keys.bin
# p_log_entries = 27
# s_log_entries = 24
###
table,operation,positive_ratio,rw,pbs,sbs,0.5,0.6,0.7,0.75,0.8,0.85,0.9,0.95
iceberg,put,,16, 16,  8, 20.280602, 24.560261, 29.193264, 31.695469, 34.306538, 37.035828, nan, nan
iceberg,put,,16, 16,  8, 20.288717, 24.548193, 29.197784, 31.691570, 34.314281, 37.027912, nan, nan
iceberg,put,,16, 16,  8, 20.284243, 24.544256, 29.183310, 31.689524, 34.305061, 37.026253, nan, nan
iceberg,fop,   0,16, 16,  8, 29.423864, 31.838825, 34.680084, 36.262299, 37.979546, 39.788979, nan, nan
iceberg,fop, 0.5,16, 16,  8, 18.235617, 20.661861, 23.539154, 25.079845, 26.796698, 28.608395, nan, nan
iceberg,fop,0.75,16, 16,  8, 19.347614, 19.346022, 19.348730, 19.346689, 21.074215, 22.886009, nan, nan
iceberg,fop,   1,16, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,16, 16,  8, 29.421000, 31.842916, 34.667553, 36.257175, 37.985718, 39.787727, nan, nan
iceberg,fop, 0.5,16, 16,  8, 18.236462, 20.662937, 23.493683, 25.089520, 26.802811, 28.617336, nan, nan
iceberg,fop,0.75,16, 16,  8, 19.407469, 19.347092, 19.348551, 19.347870, 21.071667, 22.886398, nan, nan
iceberg,fop,   1,16, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,16, 16,  8, 29.421192, 31.828815, 34.666809, 36.259666, 37.976917, 39.778114, nan, nan
iceberg,fop, 0.5,16, 16,  8, 18.227623, 20.662273, 23.490149, 25.085749, 26.795923, 28.608780, nan, nan
iceberg,fop,0.75,16, 16,  8, 19.348122, 19.351551, 19.347252, 19.352985, 21.070354, 22.889683, nan, nan
iceberg,fop,   1,16, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,16, 16,  8, 29.422592, 31.844837, 34.666157, 36.264381, 37.964600, 39.786720, nan, nan
iceberg,fop, 0.5,16, 16,  8, 18.241434, 20.657242, 23.493876, 25.087179, 26.796646, 28.613644, nan, nan
iceberg,fop,0.75,16, 16,  8, 19.353806, 19.349356, 19.353260, 19.349915, 21.080891, 22.892813, nan, nan
iceberg,fop,   1,16, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,16, 16,  8, 29.424023, 31.844410, 34.669071, 36.267830, 37.975655, 39.796734, nan, nan
iceberg,fop, 0.5,16, 16,  8, 18.237850, 20.658791, 23.500231, 25.082714, 26.798080, 28.608179, nan, nan
iceberg,fop,0.75,16, 16,  8, 19.350529, 19.347454, 19.350988, 19.346638, 21.074778, 22.883123, nan, nan
iceberg,fop,   1,16, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,16, 16,  8, 29.417715, 31.837185, 34.669422, 36.270103, 37.971558, 39.849831, nan, nan
iceberg,fop, 0.5,16, 16,  8, 18.240103, 20.661999, 23.501619, 25.086170, 26.806274, 28.613836, nan, nan
iceberg,fop,0.75,16, 16,  8, 19.353811, 19.348999, 19.353241, 19.349665, 21.078760, 22.886280, nan, nan
iceberg,fop,   1,16, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,16, 16,  8, 29.424231, 31.839321, 34.679420, 36.262295, 37.980980, 39.794109, nan, nan
iceberg,fop, 0.5,16, 16,  8, 18.238956, 20.663309, 23.495272, 25.092621, 26.800959, 28.612850, nan, nan
iceberg,fop,0.75,16, 16,  8, 19.354010, 19.348141, 19.354662, 19.349754, 21.077114, 22.887865, nan, nan
iceberg,fop,   1,16, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,16, 16,  8, 29.417881, 31.841755, 34.667427, 36.265369, 37.965824, 39.789639, nan, nan
iceberg,fop, 0.5,16, 16,  8, 18.233141, 20.669439, 23.488113, 25.091724, 26.800863, 28.626221, nan, nan
iceberg,fop,0.75,16, 16,  8, 19.350349, 19.350849, 19.349754, 19.351456, 21.077076, 22.891558, nan, nan
iceberg,fop,   1,16, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,16, 16,  8, 29.421850, 31.837620, 34.664860, 36.261890, 37.979565, 39.783440, nan, nan
iceberg,fop, 0.5,16, 16,  8, 18.233625, 20.655558, 23.490604, 25.081242, 26.798899, 28.606970, nan, nan
iceberg,fop,0.75,16, 16,  8, 19.350983, 19.347118, 19.349094, 19.346432, 21.074944, 22.889683, nan, nan
iceberg,fop,   1,16, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,16, 16,  8, 29.429453, 31.842585, 34.664448, 36.263325, 37.979683, 39.796738, nan, nan
iceberg,fop, 0.5,16, 16,  8, 18.239283, 20.663296, 23.498600, 25.090252, 26.797668, 28.614040, nan, nan
iceberg,fop,0.75,16, 16,  8, 19.350956, 19.346470, 19.350540, 19.346636, 21.073511, 22.890291, nan, nan
iceberg,fop,   1,16, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,find,   0,32, 16,  8, 10.080256, 11.255808, 13.339648, 14.590976, 15.879507, 17.127834, nan, nan
iceberg,find, 0.5,32, 16,  8, 9.845964, 10.445005, 11.571609, 12.315866, 13.167821, 14.111745, nan, nan
iceberg,find,0.75,32, 16,  8, 9.726362, 10.032743, 10.639155, 11.071078, 11.602329, 12.242330, nan, nan
iceberg,find,   1,32, 16,  8, 9.612288, 9.620481, 9.706905, 9.824332, 10.033785, 10.359399, nan, nan
iceberg,find,   0,32, 16,  8, 10.076775, 11.256377, 13.340877, 14.595686, 15.880864, 17.127405, nan, nan
iceberg,find, 0.5,32, 16,  8, 9.848218, 10.447462, 11.576544, 12.322029, 13.170049, 14.111539, nan, nan
iceberg,find,0.75,32, 16,  8, 9.730253, 10.038886, 10.643866, 11.077427, 11.606221, 12.245070, nan, nan
iceberg,find,   1,32, 16,  8, 9.613927, 9.624774, 9.710592, 9.827943, 10.034854, 10.363085, nan, nan
iceberg,find,   0,32, 16,  8, 10.080462, 11.260307, 13.339442, 14.593843, 15.878758, 17.127834, nan, nan
iceberg,find, 0.5,32, 16,  8, 9.903513, 10.449842, 11.573657, 12.319059, 13.168640, 14.110240, nan, nan
iceberg,find,0.75,32, 16,  8, 9.729433, 10.036428, 10.642227, 11.074560, 11.603764, 12.243424, nan, nan
iceberg,find,   1,32, 16,  8, 9.611891, 9.623347, 9.706291, 9.827738, 10.035405, 10.362061, nan, nan
iceberg,find,   0,32, 16,  8, 10.078182, 11.258919, 13.341696, 14.591795, 15.880608, 17.127468, nan, nan
iceberg,find, 0.5,32, 16,  8, 9.844941, 10.450394, 11.570995, 12.319948, 13.165773, 14.109549, nan, nan
iceberg,find,0.75,32, 16,  8, 9.733120, 10.039495, 10.643866, 11.075788, 11.606425, 12.244378, nan, nan
iceberg,find,   1,32, 16,  8, 9.613722, 9.625191, 9.709568, 9.829580, 10.036839, 10.363085, nan, nan
iceberg,find,   0,32, 16,  8, 10.079436, 11.250458, 13.338010, 14.591360, 15.880391, 17.127834, nan, nan
iceberg,find, 0.5,32, 16,  8, 9.846989, 10.443840, 11.571142, 12.315238, 13.169255, 14.109286, nan, nan
iceberg,find,0.75,32, 16,  8, 9.733324, 10.034662, 10.644685, 11.072365, 11.609498, 12.242144, nan, nan
iceberg,find,   1,32, 16,  8, 9.615795, 9.625184, 9.710592, 9.826957, 10.039091, 10.362899, nan, nan
iceberg,find,   0,32, 16,  8, 10.082471, 11.256422, 13.338214, 14.588595, 15.882649, 17.120871, nan, nan
iceberg,find, 0.5,32, 16,  8, 9.847808, 10.447456, 11.570381, 12.318995, 13.169255, 14.106215, nan, nan
iceberg,find,0.75,32, 16,  8, 9.731072, 10.036557, 10.641613, 11.074983, 11.605402, 12.241305, nan, nan
iceberg,find,   1,32, 16,  8, 9.612761, 9.624025, 9.707500, 9.828198, 10.033900, 10.361036, nan, nan
iceberg,find,   0,32, 16,  8, 10.080256, 11.257036, 13.336370, 14.589952, 15.879782, 17.129473, nan, nan
iceberg,find, 0.5,32, 16,  8, 9.847603, 10.443571, 11.569523, 12.313037, 13.166208, 14.108671, nan, nan
iceberg,find,0.75,32, 16,  8, 9.733492, 10.035200, 10.639507, 11.071692, 11.603764, 12.242163, nan, nan
iceberg,find,   1,32, 16,  8, 9.613517, 9.620915, 9.705805, 9.825075, 10.035405, 10.361036, nan, nan
iceberg,find,   0,32, 16,  8, 10.076838, 11.256627, 13.338010, 14.592000, 15.880193, 17.130266, nan, nan
iceberg,find, 0.5,32, 16,  8, 9.845760, 10.447053, 11.571815, 12.319744, 13.168025, 14.109082, nan, nan
iceberg,find,0.75,32, 16,  8, 9.726547, 10.036416, 10.640384, 11.074560, 11.603354, 12.241305, nan, nan
iceberg,find,   1,32, 16,  8, 9.612698, 9.623961, 9.706905, 9.827124, 10.036659, 10.361650, nan, nan
iceberg,find,   0,32, 16,  8, 10.080864, 11.259290, 13.341082, 14.595278, 15.879374, 17.127392, nan, nan
iceberg,find, 0.5,32, 16,  8, 9.848422, 10.449171, 11.574476, 12.320563, 13.169255, 14.112154, nan, nan
iceberg,find,0.75,32, 16,  8, 9.731116, 10.035814, 10.641817, 11.072922, 11.606356, 12.240282, nan, nan
iceberg,find,   1,32, 16,  8, 9.614688, 9.623142, 9.709753, 9.824461, 10.037249, 10.360781, nan, nan
iceberg,find,   0,32, 16,  8, 10.081306, 11.255194, 13.398682, 14.592410, 15.884493, 17.130459, nan, nan
iceberg,find, 0.5,32, 16,  8, 9.848627, 10.443540, 11.574886, 12.317901, 13.171315, 14.109274, nan, nan
iceberg,find,0.75,32, 16,  8, 9.730048, 10.034381, 10.640794, 11.072307, 11.606630, 12.240244, nan, nan
iceberg,find,   1,32, 16,  8, 9.612083, 9.621331, 9.707264, 9.825484, 10.036070, 10.359884, nan, nan
iceberg,put,,32, 16,  8, 22.118471, 26.702463, 31.636942, 34.272049, 36.990410, 39.815590, nan, nan
iceberg,put,,32, 16,  8, 22.120871, 26.680262, 31.633862, 34.257915, 36.999371, 39.814400, nan, nan
iceberg,put,,32, 16,  8, 22.118401, 26.691935, 31.640167, 34.263920, 36.991997, 39.816628, nan, nan
iceberg,put,,32, 16,  8, 22.173397, 26.711666, 31.651636, 34.278534, 37.009441, 39.829300, nan, nan
iceberg,put,,32, 16,  8, 22.122309, 26.687078, 31.639008, 34.255520, 37.001465, 39.820290, nan, nan
iceberg,put,,32, 16,  8, 22.124821, 26.696295, 31.648788, 34.261402, 37.006004, 39.815414, nan, nan
iceberg,put,,32, 16,  8, 22.126385, 26.693630, 31.636774, 34.258606, 37.003956, 39.821518, nan, nan
iceberg,put,,32, 16,  8, 22.123999, 26.690969, 31.643238, 34.267601, 37.006336, 39.820129, nan, nan
iceberg,put,,32, 16,  8, 22.172260, 26.695917, 31.644775, 34.269386, 37.005928, 39.814617, nan, nan
iceberg,put,,32, 16,  8, 22.115200, 26.698559, 31.644329, 34.255257, 36.989540, 39.814816, nan, nan
iceberg,fop,   0,32, 16,  8, 31.505035, 34.249767, 37.309731, 38.989044, 40.778667, 42.682201, nan, nan
iceberg,fop, 0.5,32, 16,  8, 18.775448, 21.485317, 24.558872, 26.259495, 28.057568, 29.951590, nan, nan
iceberg,fop,0.75,32, 16,  8, 19.871334, 19.875040, 19.872358, 19.874567, 21.684704, 23.583405, nan, nan
iceberg,fop,   1,32, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,32, 16,  8, 31.561733, 34.250805, 37.297279, 38.982185, 40.776909, 42.688305, nan, nan
iceberg,fop, 0.5,32, 16,  8, 18.772991, 21.491917, 24.559820, 26.265051, 28.062923, 29.966593, nan, nan
iceberg,fop,0.75,32, 16,  8, 19.867239, 19.872974, 19.867237, 19.873383, 21.681376, 23.582981, nan, nan
iceberg,fop,   1,32, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,32, 16,  8, 31.561115, 34.247288, 37.304726, 38.984627, 40.773323, 42.670692, nan, nan
iceberg,fop, 0.5,32, 16,  8, 18.774279, 21.487911, 24.560122, 26.260550, 28.057657, 29.962048, nan, nan
iceberg,fop,0.75,32, 16,  8, 19.874882, 19.872179, 19.874849, 19.873499, 21.690981, 23.582312, nan, nan
iceberg,fop,   1,32, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,32, 16,  8, 31.557644, 34.245426, 37.298180, 38.992359, 40.777527, 42.671959, nan, nan
iceberg,fop, 0.5,32, 16,  8, 18.776474, 21.491713, 24.565380, 26.264780, 28.062311, 29.957737, nan, nan
iceberg,fop,0.75,32, 16,  8, 19.872423, 19.877888, 19.872780, 19.877069, 21.685677, 23.589325, nan, nan
iceberg,fop,   1,32, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,32, 16,  8, 31.552359, 34.256172, 37.283962, 38.994358, 40.767101, 42.679798, nan, nan
iceberg,fop, 0.5,32, 16,  8, 18.782207, 21.488874, 24.570957, 26.258926, 28.065842, 29.962240, nan, nan
iceberg,fop,0.75,32, 16,  8, 19.872454, 19.870853, 19.874683, 19.871334, 21.694317, 23.579725, nan, nan
iceberg,fop,   1,32, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,32, 16,  8, 31.609278, 34.257919, 37.298210, 38.995621, 40.778751, 42.668510, nan, nan
iceberg,fop, 0.5,32, 16,  8, 18.773235, 21.486414, 24.558184, 26.262226, 28.060749, 29.958349, nan, nan
iceberg,fop,0.75,32, 16,  8, 19.871948, 19.867661, 19.871130, 19.867092, 21.685720, 23.576576, nan, nan
iceberg,fop,   1,32, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,32, 16,  8, 31.560526, 34.259109, 37.345894, 38.991085, 40.777550, 42.684017, nan, nan
iceberg,fop, 0.5,32, 16,  8, 18.775040, 21.486431, 24.560448, 26.259045, 28.063396, 29.955893, nan, nan
iceberg,fop,0.75,32, 16,  8, 19.874611, 19.872974, 19.874611, 19.871948, 21.686680, 23.581665, nan, nan
iceberg,fop,   1,32, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,32, 16,  8, 31.558863, 34.262218, 37.304619, 38.994781, 40.829746, 42.679501, nan, nan
iceberg,fop, 0.5,32, 16,  8, 18.775051, 21.489925, 24.559027, 26.259867, 28.066227, 29.956583, nan, nan
iceberg,fop,0.75,32, 16,  8, 19.871199, 19.881618, 19.870152, 19.882599, 21.686274, 23.587841, nan, nan
iceberg,fop,   1,32, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,32, 16,  8, 31.569172, 34.241161, 37.299816, 38.986874, 40.783257, 42.678680, nan, nan
iceberg,fop, 0.5,32, 16,  8, 18.773472, 21.483932, 24.561255, 26.264288, 28.061138, 29.955954, nan, nan
iceberg,fop,0.75,32, 16,  8, 19.869652, 19.872156, 19.868876, 19.871410, 21.687519, 23.586311, nan, nan
iceberg,fop,   1,32, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,32, 16,  8, 31.580364, 34.253460, 37.318298, 38.988194, 40.791466, 42.682575, nan, nan
iceberg,fop, 0.5,32, 16,  8, 18.772173, 21.485025, 24.563303, 26.264851, 28.067837, 29.959988, nan, nan
iceberg,fop,0.75,32, 16,  8, 19.868097, 19.875635, 19.867666, 19.875431, 21.682598, 23.587540, nan, nan
iceberg,fop,   1,32, 16,  8, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,find,   0,32, 16,  0, 8.944570, 8.869287, 9.572351, 10.244711, 11.264614, 12.788531, 15.072461, 18.554464
cuckoo,find, 0.5,32, 16,  0, 8.610407, 8.713011, 9.081203, 9.443328, 9.994240, 10.841254, 12.147303, 14.276621
cuckoo,find,0.75,32, 16,  0, 8.597504, 8.640306, 8.840397, 9.039385, 9.347482, 9.837191, 10.640794, 12.093645
cuckoo,find,   1,32, 16,  0, 8.580288, 8.575385, 8.624743, 8.673895, 8.753767, 8.904499, 9.222887, 10.043347
cuckoo,find,   0,32, 16,  0, 8.645018, 8.870886, 9.571737, 10.247993, 11.261722, 12.790989, 15.068319, 18.557951
cuckoo,find, 0.5,32, 16,  0, 8.612589, 8.717914, 9.082752, 9.447219, 9.994650, 10.844979, 12.144012, 14.278656
cuckoo,find,0.75,32, 16,  0, 8.594023, 8.643034, 8.841491, 9.039641, 9.348096, 9.840909, 10.638202, 12.100199
cuckoo,find,   1,32, 16,  0, 8.582349, 8.578163, 8.627200, 8.675795, 8.755404, 8.908186, 9.224397, 10.047059
cuckoo,find,   0,32, 16,  0, 8.648089, 8.868864, 9.575014, 10.246144, 11.262771, 12.793638, 15.076147, 18.558567
cuckoo,find, 0.5,32, 16,  0, 8.611840, 8.714573, 9.084108, 9.442547, 9.995059, 10.843103, 12.149145, 14.276390
cuckoo,find,0.75,32, 16,  0, 8.596275, 8.641332, 8.839443, 9.038643, 9.346247, 9.840231, 10.637926, 12.097945
cuckoo,find,   1,32, 16,  0, 8.578662, 8.576807, 8.623654, 8.675737, 8.752743, 8.908659, 9.221087, 10.048307
cuckoo,find,   0,32, 16,  0, 8.647885, 8.870913, 9.574195, 10.308064, 11.266458, 12.794676, 15.074713, 18.554676
cuckoo,find, 0.5,32, 16,  0, 8.616352, 8.715468, 9.087820, 9.444966, 10.001818, 10.845300, 12.150560, 14.272717
cuckoo,find,0.75,32, 16,  0, 8.601158, 8.642560, 8.844288, 9.040281, 9.353216, 9.843098, 10.643251, 12.099161
cuckoo,find,   1,32, 16,  0, 8.586649, 8.577024, 8.631328, 8.674714, 8.760115, 8.908397, 9.226649, 10.047693
cuckoo,find,   0,32, 16,  0, 8.647270, 8.867008, 9.569895, 10.243687, 11.266009, 12.787745, 15.070822, 18.557951
cuckoo,find, 0.5,32, 16,  0, 8.614420, 8.714828, 9.082663, 9.442964, 9.997517, 10.841868, 12.146482, 14.275827
cuckoo,find,0.75,32, 16,  0, 8.597914, 8.640723, 8.842618, 9.037235, 9.349734, 9.840422, 10.637280, 12.093478
cuckoo,find,   1,32, 16,  0, 8.584192, 8.578458, 8.627789, 8.674918, 8.757044, 8.908186, 9.222963, 10.046259
cuckoo,find,   0,32, 16,  0, 8.649183, 8.867022, 9.571315, 10.241024, 11.263796, 12.784639, 15.075488, 18.557951
cuckoo,find, 0.5,32, 16,  0, 8.613070, 8.770559, 9.083117, 9.440665, 9.994240, 10.838426, 12.147917, 14.278452
cuckoo,find,0.75,32, 16,  0, 8.598119, 8.641101, 8.840807, 9.037825, 9.346868, 9.838387, 10.639360, 12.096525
cuckoo,find,   1,32, 16,  0, 8.584806, 8.577715, 8.628224, 8.675264, 8.756429, 8.908384, 9.223367, 10.046464
cuckoo,find,   0,32, 16,  0, 8.650304, 8.870502, 9.572365, 10.244301, 11.265011, 12.792166, 15.073484, 18.558157
cuckoo,find, 0.5,32, 16,  0, 8.614541, 8.717108, 9.086157, 9.446803, 9.997107, 10.844602, 12.147917, 14.276197
cuckoo,find,0.75,32, 16,  0, 8.598733, 8.643315, 8.841216, 9.038439, 9.348096, 9.839411, 10.640794, 12.094464
cuckoo,find,   1,32, 16,  0, 8.583578, 8.577248, 8.627257, 8.674714, 8.755610, 8.907366, 9.224602, 10.046669
cuckoo,find,   0,32, 16,  0, 8.649542, 8.867430, 9.572967, 10.246144, 11.265497, 12.790330, 15.076761, 18.557747
cuckoo,find, 0.5,32, 16,  0, 8.613274, 8.712397, 9.084108, 9.444352, 9.998522, 10.841497, 12.153651, 14.274783
cuckoo,find,0.75,32, 16,  0, 8.652185, 8.640058, 8.839540, 9.037210, 9.347718, 9.837363, 10.641203, 12.093069
cuckoo,find,   1,32, 16,  0, 8.583513, 8.575385, 8.628070, 8.673281, 8.756634, 8.905318, 9.225012, 10.042777
cuckoo,find,   0,32, 16,  0, 8.649319, 8.870144, 9.574809, 10.245734, 11.264819, 12.787712, 15.074713, 18.558361
cuckoo,find, 0.5,32, 16,  0, 8.611501, 8.717108, 9.083289, 9.445171, 9.995264, 10.841133, 12.148736, 14.280313
cuckoo,find,0.75,32, 16,  0, 8.600410, 8.642560, 8.842854, 9.038771, 9.350144, 9.839769, 10.639360, 12.097933
cuckoo,find,   1,32, 16,  0, 8.583782, 8.576204, 8.627450, 8.675718, 8.757120, 8.906931, 9.225856, 10.048102
cuckoo,find,   0,32, 16,  0, 8.650343, 8.871117, 9.575014, 10.244505, 11.264410, 12.792173, 15.072225, 18.558567
cuckoo,find, 0.5,32, 16,  0, 8.615117, 8.715846, 9.084326, 9.442509, 9.994240, 10.841908, 12.144800, 14.274765
cuckoo,find,0.75,32, 16,  0, 8.598528, 8.641536, 8.841626, 9.037619, 9.347891, 9.838797, 10.638688, 12.150989
cuckoo,find,   1,32, 16,  0, 8.581325, 8.576410, 8.625203, 8.674701, 8.755200, 8.905779, 9.220730, 10.043596
cuckoo,put,,32, 16,  0, 19.674534, 23.638836, 27.820318, 30.095358, 32.602173, 35.468555, 39.038361, 44.330189
cuckoo,put,,32, 16,  0, 19.671328, 23.646618, 27.816549, 30.106216, 32.601704, 35.476891, 39.044617, 44.343777
cuckoo,put,,32, 16,  0, 19.669056, 23.630030, 27.828632, 30.102444, 32.605797, 35.459496, 39.044384, 44.323498
cuckoo,put,,32, 16,  0, 19.673740, 23.635597, 27.834650, 30.098297, 32.616722, 35.476959, 39.101849, 44.336662
cuckoo,put,,32, 16,  0, 19.677402, 23.642727, 27.821701, 30.107315, 32.607239, 35.473652, 39.050652, 44.328346
cuckoo,put,,32, 16,  0, 19.670425, 23.645868, 27.825970, 30.097713, 32.600502, 35.475903, 39.247936, 44.348213
cuckoo,put,,32, 16,  0, 19.668499, 23.638668, 27.817984, 30.103962, 32.606453, 35.470387, 39.046612, 44.346050
cuckoo,put,,32, 16,  0, 19.668377, 23.636831, 27.815731, 30.104168, 32.604977, 35.473427, 39.041496, 44.336742
cuckoo,put,,32, 16,  0, 19.667782, 23.636026, 27.820242, 30.098286, 32.603340, 35.471210, 39.044373, 44.336334
cuckoo,put,,32, 16,  0, 19.668640, 23.636801, 27.817581, 30.096384, 32.594852, 35.484268, 39.044098, 44.326637
cuckoo,fop,   0,32, 16,  0, 153.211975, 163.323288, 173.618866, 179.019226, 184.483429, 190.449432, 197.159805, 205.537720
cuckoo,fop, 0.5,32, 16,  0, 121.244675, 131.914490, 142.499649, 147.984589, 153.609207, 159.730499, 166.507919, 174.997711
cuckoo,fop,0.75,32, 16,  0, 132.789673, 132.819550, 132.832474, 132.836380, 139.208939, 145.721069, 153.373093, nan
cuckoo,fop,   1,32, 16,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32, 16,  0, 153.199005, 163.291748, 173.648346, 178.973694, 184.566299, 190.500458, 197.095001, 205.602859
cuckoo,fop, 0.5,32, 16,  0, 121.193680, 131.832672, 142.491089, 147.912354, 153.626495, 159.683426, 166.466095, 174.953079
cuckoo,fop,0.75,32, 16,  0, 132.876511, 132.810959, 132.866486, 132.781158, 139.058167, 145.720978, 153.447845, nan
cuckoo,fop,   1,32, 16,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32, 16,  0, 153.209290, 163.414642, 173.668823, 178.922516, 184.487122, 190.500763, 197.157928, 205.581589
cuckoo,fop, 0.5,32, 16,  0, 121.227638, 131.909317, 142.469803, 148.017181, 153.623642, 159.727066, 166.465851, 175.028244
cuckoo,fop,0.75,32, 16,  0, 132.843384, 132.930664, 132.846802, 132.880508, 139.056183, 145.761536, 153.398483, nan
cuckoo,fop,   1,32, 16,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32, 16,  0, 153.175568, 163.272003, 173.672684, 178.940155, 184.573135, 190.509811, 197.126144, 205.586060
cuckoo,fop, 0.5,32, 16,  0, 121.223373, 131.871002, 142.485336, 147.936707, 153.768753, 159.710617, 166.482361, 174.998077
cuckoo,fop,0.75,32, 16,  0, 132.839279, 132.839432, 132.879166, 132.855011, 139.058182, 145.755341, 153.431641, nan
cuckoo,fop,   1,32, 16,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32, 16,  0, 153.193939, 163.311249, 173.662674, 178.970032, 184.611465, 190.480270, 197.183502, 205.599396
cuckoo,fop, 0.5,32, 16,  0, 121.224693, 131.824844, 142.534744, 147.950806, 153.668243, 159.756073, 166.474548, 174.977753
cuckoo,fop,0.75,32, 16,  0, 132.916031, 132.788055, 132.916595, 132.870956, 139.091843, 145.715057, 153.445160, nan
cuckoo,fop,   1,32, 16,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32, 16,  0, 153.226242, 163.421875, 173.631104, 178.926666, 184.484863, 190.468918, 197.163284, 205.618927
cuckoo,fop, 0.5,32, 16,  0, 121.196548, 131.908951, 142.461777, 147.988068, 153.610031, 159.743057, 166.514893, 175.030273
cuckoo,fop,0.75,32, 16,  0, 132.853607, 132.885071, 132.845566, 132.886444, 139.066986, 145.779709, 153.384766, nan
cuckoo,fop,   1,32, 16,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32, 16,  0, 153.174591, 163.300995, 173.699982, 178.976715, 184.561035, 190.491180, 197.137848, 205.594452
cuckoo,fop, 0.5,32, 16,  0, 121.273170, 131.829819, 142.477631, 147.927521, 153.648529, 159.700562, 166.503021, 175.030273
cuckoo,fop,0.75,32, 16,  0, 132.852524, 132.823181, 132.852371, 132.825790, 139.060471, 145.697144, 153.399902, nan
cuckoo,fop,   1,32, 16,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32, 16,  0, 153.379852, 163.357895, 173.684341, 179.011597, 184.606628, 190.498398, 197.107697, 205.608002
cuckoo,fop, 0.5,32, 16,  0, 121.225670, 131.882187, 142.506805, 147.967117, 153.663040, 159.725433, 166.501419, 174.950165
cuckoo,fop,0.75,32, 16,  0, 132.904831, 132.804810, 132.912384, 132.810394, 139.111633, 145.728317, 153.499756, nan
cuckoo,fop,   1,32, 16,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32, 16,  0, 153.200150, 163.385345, 173.641388, 178.940308, 184.582916, 190.437958, 197.108353, 205.565750
cuckoo,fop, 0.5,32, 16,  0, 121.230247, 131.906601, 142.535339, 147.958160, 153.588547, 159.767609, 166.529434, 175.039276
cuckoo,fop,0.75,32, 16,  0, 132.892319, 132.881409, 132.790283, 132.918701, 139.038025, 145.762726, 153.367844, nan
cuckoo,fop,   1,32, 16,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32, 16,  0, 153.208221, 163.298920, 173.654694, 178.964539, 184.563721, 190.560059, 197.118622, 205.592728
cuckoo,fop, 0.5,32, 16,  0, 121.217896, 131.847305, 142.491852, 148.020020, 153.649780, 159.741745, 166.477814, 174.993011
cuckoo,fop,0.75,32, 16,  0, 132.861145, 132.872253, 132.845337, 132.833282, 139.059814, 145.723145, 153.422089, nan
cuckoo,fop,   1,32, 16,  0, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,find,   0,64, 16,  8, 11.112653, 13.062490, 15.132057, 16.503660, 17.906073, 19.195494, nan, nan
iceberg,find, 0.5,64, 16,  8, 11.843175, 12.369101, 13.471296, 14.251213, 15.174861, 16.215858, nan, nan
iceberg,find,0.75,64, 16,  8, 11.753472, 12.020941, 12.604006, 13.044940, 13.595053, 14.269440, nan, nan
iceberg,find,   1,64, 16,  8, 11.661722, 11.670938, 11.733606, 11.834566, 12.015001, 12.314829, nan, nan
