## Benchmark with 150994944 rows (2^27 primary, 2^24 secondary)
## Keys (expected to be unique) taken from keys.bin
# p_log_entries = 27
# s_log_entries = 24
###
table,operation,positive_ratio,rw,pbs,sbs,0.5,0.6,0.7,0.75,0.8,0.85,0.9,0.95
cuckoo,fop,   0,32,  8,  0, 152.377151, 162.616119, 173.283325, 178.876419, 185.007172, 191.533279, 199.299728, nan
cuckoo,fop, 0.5,32,  8,  0, 121.378052, 132.230515, 143.297119, 149.154526, 155.329941, 162.188568, 170.092529, nan
cuckoo,fop,0.75,32,  8,  0, 138.059555, 138.132568, 138.082397, 138.140472, 145.462891, 154.065308, nan, nan
cuckoo,fop,   1,32,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32,  8,  0, 152.450287, 162.648209, 173.235733, 178.928436, 184.854019, 191.536713, 199.277176, nan
cuckoo,fop, 0.5,32,  8,  0, 121.419189, 132.189651, 143.239578, 149.083145, 155.292526, 162.150604, 170.147720, nan
cuckoo,fop,0.75,32,  8,  0, 138.077225, 138.084198, 138.114410, 138.120438, 145.456604, 154.111725, nan, nan
cuckoo,fop,   1,32,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32,  8,  0, 152.440628, 162.594833, 173.214142, 178.909180, 184.955048, 191.500931, 199.205948, nan
cuckoo,fop, 0.5,32,  8,  0, 121.403030, 132.165619, 143.283463, 149.133102, 155.362946, 162.143021, 170.144287, nan
cuckoo,fop,0.75,32,  8,  0, 138.127960, 138.096436, 138.160812, 138.092743, 145.517975, 154.027618, nan, nan
cuckoo,fop,   1,32,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,32,  8,  0, 152.410965, 162.651215, 173.203033, 178.961456, 184.950714, 191.512253, 199.212021, nan
cuckoo,fop, 0.5,32,  8,  0, 121.387428, 132.395355, 143.246597, 149.128265, 155.277710, 162.145676, 170.157013, nan
cuckoo,fop,0.75,32,  8,  0, 138.035187, 138.082932, 138.014191, 138.074310, 145.449280, 154.064072, nan, nan
cuckoo,fop,   1,32,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,find,   0,64,  8,  4, 11.706573, 14.480589, nan, nan, nan, nan, nan, nan
iceberg,find, 0.5,64,  8,  4, 11.704320, 12.633907, nan, nan, nan, nan, nan, nan
iceberg,find,0.75,64,  8,  4, 11.239840, 11.707136, nan, nan, nan, nan, nan, nan
iceberg,find,   1,64,  8,  4, 10.775961, 10.778829, nan, nan, nan, nan, nan, nan
iceberg,find,   0,64,  8,  4, 12.632064, 14.538547, 16.801792, nan, nan, nan, nan, nan
iceberg,find, 0.5,64,  8,  4, 11.704935, 12.632883, 13.808563, nan, nan, nan, nan, nan
iceberg,find,0.75,64,  8,  4, 11.239200, 11.708212, 12.301287, nan, nan, nan, nan, nan
iceberg,find,   1,64,  8,  4, 10.775110, 10.781081, 10.794803, nan, nan, nan, nan, nan
iceberg,find,   0,64,  8,  4, 12.630016, 14.488627, 16.794651, nan, nan, nan, nan, nan
iceberg,find, 0.5,64,  8,  4, 11.703142, 12.634932, 13.802292, nan, nan, nan, nan, nan
iceberg,find,0.75,64,  8,  4, 11.238791, 11.709030, 12.300493, nan, nan, nan, nan, nan
iceberg,find,   1,64,  8,  4, 10.774528, 10.780039, 10.792551, nan, nan, nan, nan, nan
iceberg,find,   0,64,  8,  4, 12.624857, 14.483252, 16.792986, nan, nan, nan, nan, nan
iceberg,find, 0.5,64,  8,  4, 11.700705, 12.636979, 13.802905, nan, nan, nan, nan, nan
iceberg,find,0.75,64,  8,  4, 11.239015, 11.709818, 12.299686, nan, nan, nan, nan, nan
iceberg,find,   1,64,  8,  4, 10.777600, 10.781696, 10.796236, nan, nan, nan, nan, nan
iceberg,find,   0,64,  8,  4, 12.626124, 14.482503, 16.797459, nan, nan, nan, nan, nan
iceberg,find, 0.5,64,  8,  4, 11.702477, 12.633940, 13.806376, nan, nan, nan, nan, nan
iceberg,find,0.75,64,  8,  4, 11.240652, 11.708826, 12.302541, nan, nan, nan, nan, nan
iceberg,find,   1,64,  8,  4, 10.777190, 10.781900, 10.796236, nan, nan, nan, nan, nan
iceberg,find,   0,64,  8,  4, 12.629197, 14.479975, 16.797926, nan, nan, nan, nan, nan
iceberg,find, 0.5,64,  8,  4, 11.702887, 12.631655, 13.805300, nan, nan, nan, nan, nan
iceberg,find,0.75,64,  8,  4, 11.241126, 11.706573, 12.302950, nan, nan, nan, nan, nan
iceberg,find,   1,64,  8,  4, 10.775961, 10.775961, 10.793574, nan, nan, nan, nan, nan
iceberg,find,   0,64,  8,  4, 12.627764, 14.481196, nan, nan, nan, nan, nan, nan
iceberg,find, 0.5,64,  8,  4, 11.702477, 12.631041, nan, nan, nan, nan, nan, nan
iceberg,find,0.75,64,  8,  4, 11.240448, 11.706778, nan, nan, nan, nan, nan, nan
iceberg,find,   1,64,  8,  4, 10.779238, 10.779615, nan, nan, nan, nan, nan, nan
iceberg,find,   0,64,  8,  4, 12.628583, 14.482432, 16.799540, nan, nan, nan, nan, nan
iceberg,find, 0.5,64,  8,  4, 11.704308, 12.636013, 13.804953, nan, nan, nan, nan, nan
iceberg,find,0.75,64,  8,  4, 11.236135, 11.707187, 12.300287, nan, nan, nan, nan, nan
iceberg,find,   1,64,  8,  4, 10.773709, 10.780672, 10.792345, nan, nan, nan, nan, nan
iceberg,find,   0,64,  8,  4, 12.626329, 14.482010, nan, nan, nan, nan, nan, nan
iceberg,find, 0.5,64,  8,  4, 11.701658, 12.632236, nan, nan, nan, nan, nan, nan
iceberg,find,0.75,64,  8,  4, 11.237581, 11.705753, nan, nan, nan, nan, nan, nan
iceberg,find,   1,64,  8,  4, 10.776167, 10.780877, nan, nan, nan, nan, nan, nan
iceberg,find,   0,64,  8,  4, 12.625306, 14.481203, nan, nan, nan, nan, nan, nan
iceberg,find, 0.5,64,  8,  4, 11.702887, 12.632231, nan, nan, nan, nan, nan, nan
iceberg,find,0.75,64,  8,  4, 11.241472, 11.706163, nan, nan, nan, nan, nan, nan
iceberg,find,   1,64,  8,  4, 10.777190, 10.783130, nan, nan, nan, nan, nan, nan
iceberg,put,,64,  8,  4, 23.775719, 28.968756, nan, nan, nan, nan, nan, nan
iceberg,put,,64,  8,  4, 23.770584, 28.965286, 34.394112, nan, nan, nan, nan, nan
iceberg,put,,64,  8,  4, 23.820288, 28.967321, nan, nan, nan, nan, nan, nan
iceberg,put,,64,  8,  4, 23.763968, 28.962408, 34.404572, nan, nan, nan, nan, nan
iceberg,put,,64,  8,  4, 23.768883, 28.962818, nan, nan, nan, nan, nan, nan
iceberg,put,,64,  8,  4, 23.763790, 28.952179, 34.401688, nan, nan, nan, nan, nan
iceberg,put,,64,  8,  4, 23.773197, 28.967936, nan, nan, nan, nan, nan, nan
iceberg,put,,64,  8,  4, 23.767500, 28.957493, nan, nan, nan, nan, nan, nan
iceberg,put,,64,  8,  4, 23.761517, 28.964493, nan, nan, nan, nan, nan, nan
iceberg,put,,64,  8,  4, 23.757870, 28.954670, 34.404762, nan, nan, nan, nan, nan
iceberg,fop,   0,64,  8,  4, 34.025883, 36.308174, nan, nan, nan, nan, nan, nan
iceberg,fop, 0.5,64,  8,  4, 20.032019, 23.061914, nan, nan, nan, nan, nan, nan
iceberg,fop,0.75,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   1,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,64,  8,  4, 33.362263, 36.304077, 39.785320, nan, nan, nan, nan, nan
iceberg,fop, 0.5,64,  8,  4, 20.029644, 22.980404, nan, nan, nan, nan, nan, nan
iceberg,fop,0.75,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   1,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,64,  8,  4, 33.355541, 36.302029, 39.778584, nan, nan, nan, nan, nan
iceberg,fop, 0.5,64,  8,  4, 20.035673, 22.982042, nan, nan, nan, nan, nan, nan
iceberg,fop,0.75,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   1,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,64,  8,  4, 33.372570, 36.304810, nan, nan, nan, nan, nan, nan
iceberg,fop, 0.5,64,  8,  4, 20.031322, 22.986515, 26.458725, nan, nan, nan, nan, nan
iceberg,fop,0.75,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   1,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,64,  8,  4, 33.363636, 36.305157, 39.779011, nan, nan, nan, nan, nan
iceberg,fop, 0.5,64,  8,  4, 20.030073, 22.977535, 26.457535, nan, nan, nan, nan, nan
iceberg,fop,0.75,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   1,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,64,  8,  4, 33.364662, 36.303463, 39.835033, nan, nan, nan, nan, nan
iceberg,fop, 0.5,64,  8,  4, 20.029755, 22.980511, nan, nan, nan, nan, nan, nan
iceberg,fop,0.75,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   1,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,64,  8,  4, 33.364693, 36.298790, nan, nan, nan, nan, nan, nan
iceberg,fop, 0.5,64,  8,  4, 20.029644, 22.985523, nan, nan, nan, nan, nan, nan
iceberg,fop,0.75,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   1,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,64,  8,  4, 33.363762, 36.312073, nan, nan, nan, nan, nan, nan
iceberg,fop, 0.5,64,  8,  4, 20.029440, 22.986681, nan, nan, nan, nan, nan, nan
iceberg,fop,0.75,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   1,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,64,  8,  4, 33.358078, 36.302452, nan, nan, nan, nan, nan, nan
iceberg,fop, 0.5,64,  8,  4, 20.030617, 22.980717, 26.460339, nan, nan, nan, nan, nan
iceberg,fop,0.75,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   1,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   0,64,  8,  4, 33.370113, 36.313293, 39.781643, nan, nan, nan, nan, nan
iceberg,fop, 0.5,64,  8,  4, 20.031538, 22.979660, nan, nan, nan, nan, nan, nan
iceberg,fop,0.75,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,fop,   1,64,  8,  4, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,find,   0,64,  8,  0, 10.100531, 10.859520, 12.306227, 13.410100, 14.874418, 16.680960, 18.976538, nan
cuckoo,find, 0.5,64,  8,  0, 9.154490, 10.303041, 11.106714, 11.726848, 12.550503, 13.647871, 15.013273, nan
cuckoo,find,0.75,64,  8,  0, 9.060173, 10.044211, 10.560512, 10.958029, 11.490713, 12.209970, 13.196698, 14.665318
cuckoo,find,   1,64,  8,  0, 9.664710, 9.785958, 10.014515, 10.191654, 10.439066, 10.786407, 11.330112, nan
cuckoo,find,   0,64,  8,  0, 9.362226, 10.858701, 12.306637, 13.412173, 14.881996, 16.590233, 18.927822, nan
cuckoo,find, 0.5,64,  8,  0, 9.155174, 10.304308, 11.110605, 11.731354, 12.552192, 13.650945, 15.005696, nan
cuckoo,find,0.75,64,  8,  0, 9.056870, 10.046400, 10.561318, 10.960742, 11.488050, 12.211200, 13.215738, nan
cuckoo,find,   1,64,  8,  0, 8.960000, 9.788211, 10.013491, 10.194739, 10.435584, 10.791117, 11.325235, nan
cuckoo,find,   0,64,  8,  0, 9.359514, 10.863897, 12.307302, 13.413991, 14.852640, 16.681767, 18.917933, nan
cuckoo,find, 0.5,64,  8,  0, 9.153734, 10.304064, 11.108966, 11.730124, 12.549939, 13.651149, 15.076602, nan
cuckoo,find,0.75,64,  8,  0, 9.055846, 10.045043, 10.558464, 10.957415, 11.486822, 12.209292, 13.215700, nan
cuckoo,find,   1,64,  8,  0, 8.957338, 9.783501, 10.011667, 10.191257, 10.433722, 10.783347, 11.327488, nan
cuckoo,find,   0,64,  8,  0, 9.359827, 10.862048, 12.302746, 13.415423, 14.846362, 16.681576, 18.924147, nan
cuckoo,find, 0.5,64,  8,  0, 9.152717, 10.305741, 11.107533, 11.732582, 12.551783, 13.651149, 15.061197, nan
cuckoo,find,0.75,64,  8,  0, 9.057894, 10.045408, 10.559693, 10.960896, 11.489485, 12.208352, 13.158809, nan
cuckoo,find,   1,64,  8,  0, 8.961023, 9.785549, 10.015744, 10.192077, 10.439475, 10.786407, 11.329535, nan
cuckoo,find,   0,64,  8,  0, 9.359770, 10.859110, 12.304384, 13.410304, 14.783897, 16.678707, 18.926182, nan
cuckoo,find, 0.5,64,  8,  0, 9.154150, 10.304774, 11.110662, 11.731968, 12.549529, 13.702555, 14.948148, nan
cuckoo,find,0.75,64,  8,  0, 9.058054, 10.046873, 10.559014, 10.959871, 11.488256, 12.209356, 13.216972, nan
cuckoo,find,   1,64,  8,  0, 8.959860, 9.784966, 10.013268, 10.192077, 10.437178, 10.784973, 11.325901, nan
cuckoo,find,   0,64,  8,  0, 9.360396, 10.861158, 12.303974, 13.409485, 14.880564, 16.677536, 18.925159, nan
cuckoo,find, 0.5,64,  8,  0, 9.156199, 10.300768, 11.109645, 11.726214, 12.549734, 13.645004, 15.076530, nan
cuckoo,find,0.75,64,  8,  0, 9.057894, 10.041959, 10.557645, 10.953728, 11.487910, 12.203009, 13.218611, nan
cuckoo,find,   1,64,  8,  0, 8.958976, 9.780717, 10.012262, 10.189005, 10.435379, 10.781491, 11.327488, nan
cuckoo,find,   0,64,  8,  0, 9.359546, 10.857472, 12.302361, 13.412148, 14.879335, 16.683147, 18.923725, nan
cuckoo,find, 0.5,64,  8,  0, 9.155788, 10.301235, 11.110195, 11.726439, 12.552390, 13.646266, 15.025970, nan
cuckoo,find,0.75,64,  8,  0, 9.059533, 10.043802, 10.561773, 10.957620, 11.491801, 12.206957, 13.197721, nan
cuckoo,find,   1,64,  8,  0, 8.961638, 9.786208, 10.014720, 10.191668, 10.436627, 10.786816, 11.329741, nan
cuckoo,find,   0,64,  8,  0, 9.362598, 10.863833, 12.394106, 13.416448, 14.849024, 16.688742, 18.929255, nan
cuckoo,find, 0.5,64,  8,  0, 9.153536, 10.304480, 11.107386, 11.727667, 12.548096, 13.649510, 15.012454, nan
cuckoo,find,0.75,64,  8,  0, 9.056051, 10.046259, 10.558464, 10.957005, 11.485594, 12.208947, 13.137850, nan
cuckoo,find,   1,64,  8,  0, 8.958567, 9.784377, 10.012057, 10.190989, 10.434560, 10.785177, 11.327488, nan
cuckoo,find,   0,64,  8,  0, 9.362240, 10.859264, 12.308684, 13.415232, 14.884659, 16.678720, 18.928026, nan
cuckoo,find, 0.5,64,  8,  0, 9.154617, 10.303079, 11.110605, 11.729881, 12.553652, 13.650534, 15.011507, nan
cuckoo,find,0.75,64,  8,  0, 9.057138, 10.046669, 10.561536, 10.958196, 11.489894, 12.209722, 13.219213, nan
cuckoo,find,   1,64,  8,  0, 8.957132, 9.785158, 10.011443, 10.192487, 10.434969, 10.785997, 11.329946, nan
cuckoo,find,   0,64,  8,  0, 9.359424, 10.858906, 12.301107, 13.410100, 14.845747, 16.682777, 18.922087, nan
cuckoo,find, 0.5,64,  8,  0, 9.155302, 10.301817, 11.108941, 11.724390, 12.554649, 13.623296, 15.077632, nan
cuckoo,find,0.75,64,  8,  0, 9.056870, 10.045613, 10.558464, 10.958650, 11.486163, 12.207923, 13.218599, nan
cuckoo,find,   1,64,  8,  0, 8.961229, 9.785108, 10.012877, 10.193965, 10.435175, 10.788013, 11.326055, nan
cuckoo,put,,64,  8,  0, 20.644876, 25.581638, 30.548223, 33.352921, 36.554134, 40.363922, 45.284142, nan
cuckoo,put,,64,  8,  0, 20.636877, 25.583828, 30.543295, 33.341850, 36.546177, 40.376732, 45.293438, nan
cuckoo,put,,64,  8,  0, 20.635647, 25.578136, 30.549810, 33.346783, 36.553947, 40.364040, 45.304905, nan
cuckoo,put,,64,  8,  0, 20.637171, 25.577480, 30.599457, 33.344337, 36.550922, 40.357121, 45.298073, nan
cuckoo,put,,64,  8,  0, 20.634663, 25.592463, 30.541004, 33.351921, 36.546368, 40.368340, 45.280464, nan
cuckoo,put,,64,  8,  0, 20.640564, 25.582052, 30.544281, 33.352509, 36.565300, 40.366901, 45.296070, nan
cuckoo,put,,64,  8,  0, 20.637772, 25.594534, 30.546124, 33.355003, 36.558311, 40.366726, 45.296501, nan
cuckoo,put,,64,  8,  0, 20.644045, 25.592548, 30.549856, 33.340935, 36.552193, 40.358322, 45.285667, nan
cuckoo,put,,64,  8,  0, 20.641798, 25.586073, 30.545547, 33.347900, 36.556595, 40.362804, 45.282303, nan
cuckoo,put,,64,  8,  0, 20.627789, 25.578335, 30.540249, 33.341438, 36.545742, 40.358929, 45.347633, nan
cuckoo,fop,   0,64,  8,  0, 153.709442, 164.201080, 175.221588, 181.108551, 187.293488, 194.189423, 202.150299, nan
cuckoo,fop, 0.5,64,  8,  0, 121.272278, 132.374451, 143.797455, 149.838577, 156.159149, 163.215775, 171.291229, nan
cuckoo,fop,0.75,64,  8,  0, 131.175842, 131.174103, 131.138824, 131.153244, 138.235626, 145.859650, 154.658035, nan
cuckoo,fop,   1,64,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,64,  8,  0, 153.638947, 164.228226, 175.260529, 181.110504, 187.264664, 194.199829, 202.189621, nan
cuckoo,fop, 0.5,64,  8,  0, 121.280296, 132.412445, 143.799881, 149.871338, 156.207306, 163.257355, 171.274704, nan
cuckoo,fop,0.75,64,  8,  0, 131.135345, 131.129135, 131.116028, 131.204132, 138.239304, 145.877838, 154.658295, nan
cuckoo,fop,   1,64,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,64,  8,  0, 153.684418, 164.230377, 175.238358, 181.122528, 187.359177, 194.277435, 202.138229, nan
cuckoo,fop, 0.5,64,  8,  0, 121.260681, 132.422241, 143.836990, 149.888885, 156.148300, 163.240326, 171.254120, nan
cuckoo,fop,0.75,64,  8,  0, 131.164017, 131.157806, 131.134109, 131.178986, 138.203430, 145.883698, 154.681763, nan
cuckoo,fop,   1,64,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,64,  8,  0, 153.881866, 164.228333, 175.286957, 181.087448, 187.317856, 194.202423, 202.147217, nan
cuckoo,fop, 0.5,64,  8,  0, 121.291443, 132.421448, 143.788437, 149.860825, 156.179459, 163.275848, 171.274490, nan
cuckoo,fop,0.75,64,  8,  0, 131.129578, 131.156784, 131.153809, 131.219879, 138.233078, 145.840332, 154.671783, nan
cuckoo,fop,   1,64,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,64,  8,  0, 153.698730, 164.261536, 175.242111, 181.122849, 187.325516, 194.210815, 202.197998, nan
cuckoo,fop, 0.5,64,  8,  0, 121.297134, 132.421219, 143.823120, 149.839127, 156.222794, 163.246613, 171.297211, nan
cuckoo,fop,0.75,64,  8,  0, 131.192017, 131.199112, 131.146759, 131.186432, 138.233078, 145.834473, 154.694061, nan
cuckoo,fop,   1,64,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,64,  8,  0, 153.649414, 164.222855, 175.223160, 181.110382, 187.302322, 194.240448, 202.134735, nan
cuckoo,fop, 0.5,64,  8,  0, 121.356979, 132.402786, 143.815918, 149.856934, 156.172577, 163.234192, 171.266312, nan
cuckoo,fop,0.75,64,  8,  0, 131.152496, 131.147705, 131.152908, 131.164825, 138.211746, 145.858795, 154.631561, nan
cuckoo,fop,   1,64,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,64,  8,  0, 153.693787, 164.204956, 175.202347, 181.068497, 187.280991, 194.221222, 202.235367, nan
cuckoo,fop, 0.5,64,  8,  0, 121.280533, 132.403656, 143.819305, 149.905228, 156.159668, 163.264069, 171.282898, nan
cuckoo,fop,0.75,64,  8,  0, 131.146774, 131.172867, 131.139374, 131.164215, 138.203339, 145.865524, 154.735413, nan
cuckoo,fop,   1,64,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,64,  8,  0, 153.657547, 164.198761, 175.299591, 181.104858, 187.309937, 194.199417, 202.145889, nan
cuckoo,fop, 0.5,64,  8,  0, 121.317116, 132.403931, 143.781647, 149.823517, 156.188751, 163.251099, 171.264206, nan
cuckoo,fop,0.75,64,  8,  0, 131.123856, 131.146011, 131.102997, 131.135910, 138.183243, 145.871475, 154.660675, nan
cuckoo,fop,   1,64,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,64,  8,  0, 153.661850, 164.169556, 175.180588, 181.166702, 187.295624, 194.210190, 202.152573, nan
cuckoo,fop, 0.5,64,  8,  0, 121.243408, 132.371658, 143.786209, 149.845245, 156.148865, 163.199097, 171.287018, nan
cuckoo,fop,0.75,64,  8,  0, 131.089081, 131.154434, 131.132416, 131.134872, 138.190887, 145.845047, 154.651505, nan
cuckoo,fop,   1,64,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
cuckoo,fop,   0,64,  8,  0, 153.640823, 164.192474, 175.206863, 181.136261, 187.265671, 194.173660, 202.175125, nan
cuckoo,fop, 0.5,64,  8,  0, 121.273788, 132.384766, 143.776184, 149.854614, 156.125443, 163.223572, 171.315674, nan
cuckoo,fop,0.75,64,  8,  0, 131.108704, 131.138031, 131.119598, 131.148392, 138.251175, 145.822784, 154.653275, nan
cuckoo,fop,   1,64,  8,  0, nan, nan, nan, nan, nan, nan, nan, nan
iceberg,find,   0,16, 16,  8, 10.577920, 11.863450, 13.109453, 14.364878, 15.654439, 16.900505, nan, nan
iceberg,find, 0.5,16, 16,  8, 9.566439, 10.180199, 11.315655, 12.070234, 12.921600, 13.869510, nan, nan
iceberg,find,0.75,16, 16,  8, 9.447424, 9.762074, 10.371277, 10.811187, 11.343258, 11.986330, nan, nan
iceberg,find,   1,16, 16,  8, 9.328640, 9.339495, 9.425850, 9.546547, 9.761792, 10.090151, nan, nan
iceberg,find,   0,16, 16,  8, 9.804800, 11.008204, 13.112935, 14.371431, 15.654503, 16.901562, nan, nan
iceberg,find, 0.5,16, 16,  8, 9.567641, 10.179789, 11.319706, 12.073984, 12.924724, 13.872538, nan, nan
iceberg,find,0.75,16, 16,  8, 9.447015, 9.758950, 10.371891, 10.812071, 11.344896, 11.988173, nan, nan
iceberg,find,   1,16, 16,  8, 9.327002, 9.337889, 9.425306, 9.547366, 9.760563, 10.095001, nan, nan
iceberg,find,   0,16, 16,  8, 9.805824, 11.009638, 13.110823, 14.365082, 15.653479, 16.899481, nan, nan
iceberg,find, 0.5,16, 16,  8, 9.567232, 10.179174, 11.317863, 12.067167, 12.922266, 13.867174, nan, nan
iceberg,find,0.75,16, 16,  8, 9.447015, 9.759578, 10.371891, 10.807296, 11.343872, 11.986534, nan, nan
iceberg,find,   1,16, 16,  8, 9.326387, 9.393977, 9.422234, 9.545523, 9.759335, 10.090041, nan, nan
iceberg,find,   0,16, 16,  8, 9.808691, 11.009562, 13.108838, 14.363487, 15.652455, 16.899277, nan, nan
iceberg,find, 0.5,16, 16,  8, 9.566208, 10.180403, 11.317107, 12.066406, 12.920832, 13.870221, nan, nan
iceberg,find,0.75,16, 16,  8, 9.447629, 9.760359, 10.374349, 10.807092, 11.345101, 11.988993, nan, nan
iceberg,find,   1,16, 16,  8, 9.325382, 9.337446, 9.423667, 9.546169, 9.757286, 10.090086, nan, nan
iceberg,find,   0,16, 16,  8, 9.804852, 11.005952, 13.107814, 14.364927, 15.653888, 16.902681, nan, nan
iceberg,find, 0.5,16, 16,  8, 9.566004, 10.177740, 11.313741, 12.067225, 12.922214, 13.867418, nan, nan
iceberg,find,0.75,16, 16,  8, 9.446605, 9.756544, 10.371123, 10.806682, 11.345568, 11.985306, nan, nan
iceberg,find,   1,16, 16,  8, 9.327616, 9.337651, 9.424479, 9.545729, 9.759737, 10.089882, nan, nan
iceberg,find,   0,16, 16,  8, 9.808954, 11.006361, 13.108019, 14.363853, 15.655731, 16.896206, nan, nan
iceberg,find, 0.5,16, 16,  8, 9.567411, 10.178765, 11.315814, 12.066644, 12.923264, 13.866394, nan, nan
iceberg,find,0.75,16, 16,  8, 9.448652, 9.759386, 10.373529, 10.807706, 11.347744, 11.985920, nan, nan
iceberg,find,   1,16, 16,  8, 9.326797, 9.338060, 9.423667, 9.549152, 9.759745, 10.092134, nan, nan
iceberg,find,   0,16, 16,  8, 9.805414, 11.002624, 13.105562, 14.363853, 15.654503, 16.897844, nan, nan
iceberg,find, 0.5,16, 16,  8, 9.568186, 10.180403, 11.315814, 12.067840, 12.921857, 13.869428, nan, nan
iceberg,find,0.75,16, 16,  8, 9.446400, 9.759335, 10.371481, 10.808525, 11.345716, 11.984896, nan, nan
iceberg,find,   1,16, 16,  8, 9.326822, 9.339904, 9.424691, 9.547571, 9.760768, 10.092160, nan, nan
iceberg,find,   0,16, 16,  8, 9.804800, 11.006835, 13.108429, 14.364263, 15.658598, 16.900505, nan, nan
iceberg,find, 0.5,16, 16,  8, 9.566413, 10.179501, 11.313715, 12.068250, 12.921728, 13.867891, nan, nan
iceberg,find,0.75,16, 16,  8, 9.446810, 9.761561, 10.370867, 10.809958, 11.402240, 11.988787, nan, nan
iceberg,find,   1,16, 16,  8, 9.326791, 9.343181, 9.424486, 9.550439, 9.759745, 10.095027, nan, nan
iceberg,find,   0,16, 16,  8, 9.805005, 11.009844, 13.110272, 14.367124, 15.653888, 16.893337, nan, nan
iceberg,find, 0.5,16, 16,  8, 9.568672, 10.180985, 11.319289, 12.068659, 12.923891, 13.868013, nan, nan
iceberg,find,0.75,16, 16,  8, 9.448243, 9.759539, 10.370848, 10.808596, 11.344691, 11.984282, nan, nan
iceberg,find,   1,16, 16,  8, 9.328026, 9.336665, 9.425714, 9.544294, 9.759949, 10.089472, nan, nan
iceberg,find,   0,16, 16,  8, 9.809101, 11.005747, 13.111296, 14.367129, 15.657580, 16.899277, nan, nan
iceberg,find, 0.5,16, 16,  8, 9.571328, 10.179994, 11.320320, 12.068659, 12.925517, 13.868647, nan, nan
iceberg,find,0.75,16, 16,  8, 9.450259, 9.760768, 10.375116, 10.809632, 11.347763, 11.987558, nan, nan
iceberg,find,   1,16, 16,  8, 9.327411, 9.339290, 9.424474, 9.546343, 9.758924, 10.091251, nan, nan
iceberg,put,,16, 16,  8, 20.282816, 24.549831, 29.195263, 31.696692, 34.316082, 37.025688, nan, nan
iceberg,put,,16, 16,  8, 20.281452, 24.553473, 29.200222, 31.694233, 34.311440, 37.021080, nan, nan
iceberg,put,,16, 16,  8, 20.288136, 24.549376, 29.185083, 31.682968, 34.305290, 37.019032, nan, nan
iceberg,put,,16, 16,  8, 20.281208, 24.549179, 29.192394, 31.688000, 34.305920, 37.023155, nan, nan
iceberg,put,,16, 16,  8, 20.284416, 24.557627, 29.195322, 31.700787, 34.294991, 37.029732, nan, nan
iceberg,put,,16, 16,  8, 20.283026, 24.557404, 29.187943, 31.695053, 34.300983, 37.024769, nan, nan
iceberg,put,,16, 16,  8, 20.329737, 24.557362, 29.194706, 31.689178, 34.300358, 37.023335, nan, nan
